Code	Country	PTJ1 (wds)	PTJ2 (wds)	SMK1 (wds)	SMK2 (wds)	Self Ev	Sex	Age	Grade/Degree	Yrs of Stay (< Yrs)	ENS Type	Major/ Occupation	Acad. Genre	Test	Score	VST	CEFR	INTM	INSM	INTM+INSM	INTM-INSM	Primary	Secondary	College	Inschool	Outschool	Listening	Reading	Speaking	Writing	NS	Pronunciation	Presentation	EssayW
SM_ENS_069	ENS_USA	134	176	120	128	N/A	M	32	N/A	N/A	Teacher	Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_070	ENS_USA	118	131	166	157	N/A	M	26	N/A	N/A	Student	Language	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_071	ENS_USA	127	179	130	144	N/A	M	27	N/A	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_072	ENS_USA	154	131	165	150	N/A	M	26	N/A	N/A	Student	Law	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_073	ENS_USA	130	138	137	117	N/A	M	24	N/A	N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_074	ENS_USA	154	175	137	185	N/A	M	27	N/A	N/A	Others	Information Engineer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_075	ENS_CAN	137	139	147	158	N/A	M	50	N/A	N/A	Teacher	College Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_076	ENS_CAN	133	140	137	128	N/A	M	64	[MA]	N/A	Teacher	College Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_077	ENS_AUS	192	223	205	218	N/A	F	22		N/A	Student	Engineering	Sciences & Technology	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_078	ENS_USA	135	156	134	144	N/A	M	34	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_079	ENS_USA	135	169	155	152	N/A	M	21	[BS]	N/A	Others	Consulting	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_080	ENS_USA	114	143	138	132	N/A	M	38	[MA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_081	ENS_AUS	130	147	139	151	N/A	M	39	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_082	ENS_USA	190	214	200	203	N/A	F	23		N/A	Student	Education	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_083	ENS_USA	114	123	153	167	N/A	M	35	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_084	ENS_USA	110	80	117	83	N/A	M	36	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_085	ENS_USA	195	163	169	140	N/A	M	24		N/A	Student	Business	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_086	ENS_USA	166	180	182	164	N/A	M	47	[BS]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_087	ENS_GBR	136	145	133	152	N/A	F	32	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_088	ENS_GBR	168	187	149	181	N/A	F	24		N/A	Student	Japanese	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_089	ENS_GBR	147	167	165	154	N/A	M	24	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_090	ENS_USA	159	161	172	181	N/A	F	28		N/A	Student	Education	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_091	ENS_GBR	134	142	132	148	N/A	M	48	[BA]	N/A	Others	Ceramics	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_092	ENS_GBR	143	172	151	162	N/A	M	27		N/A	Student	Japanese	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_093	ENS_USA	120	126	153	151	N/A	F	22		N/A	Student	Nursing	Life Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_094	ENS_USA	144	200	157	167	N/A	F	19		N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_095	ENS_USA	161	158	132	160	N/A	F	22		N/A	Student	Government	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_096	ENS_USA	138	156	136	141	N/A	F	20		N/A	Student	Performance	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_097	ENS_USA	123	144	124	137	N/A	M	67	[BA]	N/A	Teacher	College Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_098	ENS_AUS	125	145	100	125	N/A	M	40	[MA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_099	ENS_USA	188	182	175	194	N/A	F	35		N/A	Student	Japanese	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_100	ENS_USA	150	158	153	140	N/A	F	30	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_101	ENS_GBR	129	140	140	121	N/A	M	33	[BA]	N/A	Others	Factory Worker	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_102	ENS_GBR	194	189	205	201	N/A	F	31	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_103	ENS_USA	148	154	131	149	N/A	F	32		N/A	Student	Chinese	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_104	ENS_AUS	157	163	159	171	N/A	M	35	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_105	ENS_USA	131	151	133	133	N/A	F	22		N/A	Student	Liberal Studies	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_106	ENS_USA	145	190	166	165	N/A	F	25	[BA]	N/A	Others	Kindergarten Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_107	ENS_USA	174	174	189	205	N/A	F	23		N/A	Student	Christian Ministry	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_108	ENS_GBR	90	99	109	102	N/A	M	35	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_109	ENS_USA	163	121	150	146	N/A	F	31		N/A	Student	Education	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_110	ENS_USA	194	191	189	174	N/A	M	18		N/A	Student	TESOL	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_111	ENS_USA	135	145	121	162	N/A	F	22		N/A	Student	Professional Writing	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_112	ENS_AUS	170	161	177	165	N/A	M	33	[BA]	N/A	Others	Project Manager	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_113	ENS_GBR	185	183	179	151	N/A	M	18		N/A	Student	Business	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_114	ENS_USA	136	144	128	133	N/A	F	22		N/A	Student	Economics	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_115	ENS_GBR	97	132	115	134	N/A	M	23		N/A	Student	Computer	Sciences & Technology	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_116	ENS_USA	170	208	181	176	N/A	F	42	[MA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_117	ENS_USA	167	209	185	210	N/A	M	35	[Ph.D.]	N/A	Others	Researcher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_118	ENS_USA	149	143	126	117	N/A	M	20		N/A	Student	Business	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_119	ENS_USA	200	176	171	167	N/A	M	25	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_120	ENS_USA	139	160	145	162	N/A	F	65	[BA]	N/A	Others	Missionary	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_121	ENS_USA	125	149	148	149	N/A	F	28	[BA]	N/A	Others	Customer Service	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_122	ENS_USA	140	143	153	168	N/A	M	24		N/A	Student	History	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_123	ENS_USA	145	164	161	164	N/A	F	26	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_124	ENS_USA	113	147	172	174	N/A	M	25		N/A	Student	Psychology	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_125	ENS_GBR	212	250	208	235	N/A	M	19		N/A	Student	Japanese	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_126	ENS_USA	169	169	156	157	N/A	M	23		N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_127	ENS_USA	132	171	115	153	N/A	M	23		N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_128	ENS_USA	149	165	141	143	N/A	F	21		N/A	Student	Engineering	Sciences & Technology	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_129	ENS_USA	159	185	176	155	N/A	M	23		N/A	Student	Medicine	Life Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_130	ENS_USA	133	136	134	127	N/A	F	20		N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_131	ENS_AUS	125	151	164	169	N/A	F	32		N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_132	ENS_USA	130	138	143	157	N/A	F	28		N/A	Student	Christianity	Sciences & Technology	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_133	ENS_USA	174	174	159	146	N/A	F	25		N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_134	ENS_USA	179	191	177	187	N/A	M	34	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_135	ENS_GBR	133	140	128	124	N/A	M	35	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_136	ENS_USA	165	187	154	177	N/A	F	24		N/A	Student	TESOL	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_137	ENS_USA	134	155	172	178	N/A	F	22		N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_138	ENS_USA	167	181	152	161	N/A	M	22		N/A	Student	Computer	Sciences & Technology	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_139	ENS_USA	164	182	181	191	N/A	F	23		N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_140	ENS_USA	168	176	140	147	N/A	F	21		N/A	Student	Music	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_141	ENS_USA	170	162	141	149	N/A	M	72	[MA]	N/A	Others	Pastor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_142	ENS_USA	135	151	151	138	N/A	F	74	[BA]	N/A	Others	Missionary	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_143	ENS_USA	201	203	184	214	N/A	M	30	[BA]	N/A	Others	Missionary	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_144	ENS_USA	160	184	135	170	N/A	M	25		N/A	Student	Pedagogy	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_145	ENS_USA	185	179	121	158	N/A	F	52	[MA]	N/A	Others	Missionary	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_146	ENS_USA	148	160	159	157	N/A	M	52	[MA]	N/A	Teacher	Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_147	ENS_USA	154	167	175	157	N/A	F	20		N/A	Student	Communication	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_148	ENS_USA	137	160	141	169	N/A	F	54	N/A	N/A	Others	Housewife	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_149	ENS_USA	173	197	168	173	N/A	M	22		N/A	Student	Art	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_150	ENS_AUS	136	125	116	131	N/A	M	36	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_HKG_001	HKG	148	170	113	136	3	F	21	3	N/A	N/A	English	Humanities	IELTS	8 	44	B2_0	5	5.33	10.33	-0.33	5.5	4.1	5.3	4.56	5	4.75	4.75	4	5.25	6	6	6	6
SM_HKG_002	HKG	153	150	149	143	2	F	21	3	1	N/A	English	Humanities	N/A	N/A	47	B2_0	5.67	5	10.67	0.67	2	5.4	5.9	5.56	4.89	5.75	5.75	5.25	5.75	6	4	5	6
SM_HKG_003	HKG	143	162	111	118	1	F	21	3	N/A	N/A	English 	Humanities	IELTS	8 	45	B2_0	5.33	4.83	10.16	0.5	1.5	3.6	4.6	4.11	3.56	4	5	2.75	4.75	6	6	6	6
SM_HKG_004	HKG	133	149	104	126	1	F	21	3	0.5	N/A	English	Humanities	N/A	N/A	40	B1_2	4.83	4.67	9.5	0.16	3.5	4.4	5.3	5	4.33	5	5	4.5	4.75	5	5	5	5
SM_HKG_005	HKG	124	125	117	110	1	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	45	B1_2	3.17	4	7.17	-0.83	3	4.3	4.8	4.78	3.89	5.5	4.5	4	4	3	3	3	5
SM_HKG_006	HKG	119	127	74	123	0	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	43	B1_2	5.5	4.83	10.33	0.67	1.5	4.8	5.3	4.56	4.67	5.25	5	4.25	5.5	5	4	5	6
SM_HKG_007	HKG	89	105	85	96	0	F	20	3	N/A	N/A	English	Humanities	IELTS	8 	31	B2_0	4.83	4	8.83	0.83	2	1	3.6	2.67	1.89	2.75	2.25	2	2.25	3	3	5	4
SM_HKG_008	HKG	154	166	152	142	1	M	21	3	N/A	N/A	English	Humanities	N/A	N/A	45	B1_2	4.83	4.5	9.33	0.33	2.5	3.9	5.1	4.44	4.11	5	4.25	4.5	4.25	5	3	3	3
SM_HKG_009	HKG	121	135	106	128	2	M	21	3	N/A	N/A	English Education	Humanities	N/A	N/A	44	B1_2	4.5	4	8.5	0.5	4	4	5.5	5.44	3.89	4.75	4.75	4.75	4.75	4	5	5	6
SM_HKG_010	HKG	127	93	89	82	2	M	20	3	0.5	N/A	English	Humanities	N/A	N/A	41	B1_2	4.17	4	8.17	0.17	2	3.3	4.1	4.33	2.67	4	4	3.5	3.25	5	5	4	6
SM_HKG_011	HKG	123	112	102	91	1	F	21	3	0.5	N/A	English	Humanities	IELTS	7 	41	B2_0	4.33	5	9.33	-0.67	4.5	3	4.4	4.33	3.22	4	4.25	2.25	4.25	3	5	4	5
SM_HKG_012	HKG	120	146	111	112	2	F	20	3	0.5	N/A	English	Humanities	TOEFL (iBT)	115 	45	B2_0	5.33	4.5	9.83	0.83	3.5	3.8	5.8	5.22	4	5.25	5.25	4	4.5	6	6	3	6
SM_HKG_013	HKG	143	158	128	122	1	F	19	2	N/A	N/A	English	Humanities	N/A	N/A	46	B1_2	4.33	4.5	8.83	-0.17	1.5	4.4	4.6	4.78	3.56	4.25	4.5	4.5	4.75	5	4	5	4
SM_HKG_014	HKG	105	131	120	106	1	F	21	3	N/A	N/A	English	Humanities	N/A	N/A	41	B1_2	5	4.67	9.67	0.33	3	3.6	4.8	3.89	4.22	4.75	4.5	3.5	4	5	5	5	5
SM_HKG_015	HKG	121	128	98	100	1	F	21	3	0.5	N/A	English	Humanities	IELTS	7 	36	B2_0	4.83	4.5	9.33	0.33	3.5	5	4.4	4.78	4.33	4.75	4.75	4.75	4.5	5	5	5	5
SM_HKG_016	HKG	146	137	97	118	2	F	22	4	1	N/A	English	Humanities	IELTS	8 	40	B2_0	4.33	3	7.33	1.33	3	3.5	4.8	4.33	3.67	3.75	4.75	3.75	4.25	6	5	5	5
SM_HKG_017	HKG	135	117	108	117	1	F	20	3	N/A	N/A	English	Humanities	IELTS	8 	36	B2_0	5	5.33	10.33	-0.33	4	4.1	4.8	4.67	4.11	4.75	4.25	3.75	5	6	6	6	6
SM_HKG_018	HKG	128	108	103	100	1	F	20	3	N/A	N/A	English	Humanities	TOEFL (iBT)	96 	41	B2_0	3.83	4.33	8.16	-0.5	2	2.8	4.3	4	2.67	3.75	3.5	3	3.75	6	6	5	6
SM_HKG_019	HKG	134	141	156	159	1	M	22	3	N/A	N/A	English	Humanities	N/A	N/A	37	B1_2	3.33	3.5	6.83	-0.17	1	2.8	2.9	3.11	2.11	2.75	3.5	2.25	2.75	3	4	4	4
SM_HKG_020	HKG	156	113	121	111	0	F	20	3	0.5	N/A	English	Humanities	IELTS	8 	45	B2_0	5.17	4	9.17	1.17	2.5	3.1	6	4.56	4.11	4.5	5.25	4	4.5	6	6	6	6
SM_HKG_021	HKG	104	111	76	90	1	F	21	3	N/A	N/A	English	Humanities	IELTS	8 	43	B2_0	4.17	3.83	8	0.34	2	3.5	4.5	3.89	3.67	3.5	4.5	3.5	4.5	6	6	6	6
SM_HKG_022	HKG	143	143	121	133	2	M	21	3	0.5	N/A	English	Humanities	IELTS	8 	44	B2_0	3.67	4	7.67	-0.33	3.5	4.3	4.4	4.22	4.22	4	4	5	4.25	5	3	5	4
